shard_version,row_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_yield,not_route_score,not_winner,not_qch_weighted,not_true_W_eff,not_production_prs,claim_boundary,shard_case_id,route_id_nodi,route_id_nodi_role,lambda_nm,W_nominal_nm,W_top_nm,W_top_semantics,D_nm,depth_nm,diameter_nm,particle_model,channel_cross_section_model,sidewall_angle_convention,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,W_bottom_unclipped_nm,W_bottom_runtime_clipped_nm,closure_status,n_events_requested,random_seed,reference_model,reference_spatial_mode,flow_profile_model,diffusion_hindrance_model,readout_preset,execution_status,n_events_observed,synthetic_counting_context_rate,stable_counting_context_rate,mean_peak_height,mean_local_snr,selected_annulus_source,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,selected_annulus_n_events,selected_annulus_fraction,selected_annulus_mean_edge_norm,selected_annulus_counting_context_rate,reference_geometry_propagation_status,reference_geometry_claim_level,geometry_not_propagated_to_reference_field,reference_uses_rectangular_width_depth_surrogate,not_optical_solver_output,optical_solver_trigger_is_result,not_event_run_probability_claim
sidewall_bounded_event_shards_v1,SHARD-404_W500_D1200-TH85-P300,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W500_D1200-TH85-P300,404/W500/D1200,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,1200,1200,300,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,290.02720753778243,290.02720753778243,open,4,59585,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,859.1204136704805,1364513.9697480917,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.75,0.6932085279157777,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH90-P100,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH90-P100,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,100,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,600.0000000000001,600.0000000000001,open,4,59490,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,15.914573706675972,27934.527898842665,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.6325658213860006,1.0,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH90-P220,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH90-P220,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,220,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,600.0000000000001,600.0000000000001,open,4,59610,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,321.9473728656104,405079.05423809687,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,0,0.0,,,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH90-P300,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH90-P300,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,300,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,600.0000000000001,600.0000000000001,open,4,59690,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,929.1720516532652,1908094.8638709062,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.25,0.7245648031537858,1.0,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH85-P100,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH85-P100,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,100,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,442.52040565333687,442.52040565333687,open,4,59485,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,16.21824408865106,31125.455252156054,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.25,0.7573461610419319,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH85-P220,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH85-P220,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,220,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,442.52040565333687,442.52040565333687,open,4,59605,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,316.12266004260243,708586.0583456829,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.25,0.5941273342977584,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-404_W600_D900-TH85-P300,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-404_W600_D900-TH85-P300,404/W600/D900,join_key_only_not_selection,404,600,600,runtime_top_aperture_surrogate,900,900,300,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,442.52040565333687,442.52040565333687,open,4,59685,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,931.3411891400386,1961620.7175297975,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,1,0.25,0.5010130147205495,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH90-P100,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH90-P100,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,100,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,800.0000000000001,800.0000000000001,open,4,59590,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,65.68434943759812,97918.65654615968,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.6298405974704799,1.0,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH90-P220,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH90-P220,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,220,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,800.0000000000001,800.0000000000001,open,4,59710,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,805.9152334843513,1255635.9736974589,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,3,0.75,0.6091563551032148,1.0,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH90-P300,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH90-P300,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,300,gold_baseline_material_model,ideal_rectangle,comsol_from_horizontal,90.0,0.0,800.0000000000001,800.0000000000001,open,4,59790,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,2940.744646441688,4556100.309734181,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.6403818104465092,1.0,rectangle_native_or_non_sidewall_geometry,reference_surrogate_geometry_native_rectangle,False,True,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH85-P100,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH85-P100,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,100,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,642.5204056533369,642.5204056533369,open,4,59585,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,66.88053554845565,84647.77106112779,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.5692258020190526,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH85-P220,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH85-P220,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,220,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,642.5204056533369,642.5204056533369,open,4,59705,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,801.5115208241685,1099781.4461624357,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.6551016459776342,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
sidewall_bounded_event_shards_v1,SHARD-660_W800_D900-TH85-P300,"[""590_NODI_SIDEWALL_MULTIWIDTH_RESPONSE_EXPANSION_20260702"", ""run_single_case_batch"", ""trapezoid_effective_aperture_surrogate"", ""tsuyama_2022_counting_10sigma""]","execute a bounded NODI event shard set to compare rectangle and sidewall contexts for dimension, selected-annulus, and response-map follow-up","production PRS, route winner, route score, final detection probability, yield, wet claim, fabrication release, q_ch weighting, or true W_eff",True,True,True,True,True,True,True,bounded_nodi_event_context_for_sidewall_dimension_annulus_response_not_probability,SHARD-660_W800_D900-TH85-P300,660/W800/D900,join_key_only_not_selection,660,800,800,runtime_top_aperture_surrogate,900,900,300,gold_baseline_material_model,trapezoid_tapered_sidewalls,comsol_from_horizontal,85.0,5.0,642.5204056533369,642.5204056533369,open,4,59785,trapezoid_effective_aperture_surrogate,cross_section_surrogate,plug,none,tsuyama_2022_counting_10sigma,executed_bounded_nodi_shard,4,1.0,1.0,2950.801202403228,5687795.078535547,initial_position_edge_norm_annulus_diagnostic_v1,0.5,0.8,2,0.5,0.6785128724606444,1.0,trapezoid_geometry_propagated_to_effective_aperture_reference_surrogate,sidewall_geometry_propagated_to_effective_aperture_surrogate_not_optical_solver,False,False,True,False,True
